35:7,7,5,9,8,3,4,2,8,5,3,3,9,1,4,6,6,9,9,1,9,5,2,3,6,9,1,4,6,1
36:9,2,3,7,1,7,5,5,3,5,6,1,6,5,7,8,1,5,9,5,8,1,5,6,4,6,6,3,5,5
37:4,3,1,1,2,8,6,2,5,6,5,3,5,1,9,8,3,6,7,5,4,4,8,5,5,2,4,9,9,2
38:6,5,8,9,9,2,8,9,9,1,5,6,4,8,6,9,8,5,1,1,4,1,7,9,9,2,5,6,6,3
39:6,2,6,2,3,2,7,3,1,7,1,8,3,8,5,5,8,8,3,2,4,9,2,4,1,1,1,6,1,6
40:5,4,5,3,2,1,5,2,2,1,1,2,6,6,3,6,6,8,7,2,7,3,3,7,9,9,7,1,2,8
41:6,2,5,8,6,4,7,9,7,4,2,3,4,1,9,3,7,9,2,2,9,7,8,9,5,2,5,4,7,1
42:4,3,4,5,4,9,4,6,4,4,9,3,9,1,6,1,3,7,7,3,7,5,3,4,3,1,1,2,6,5
43:4,8,3,2,9,1,4,1,6,2,9,6,7,6,2,2,7,1,2,2,1,6,5,4,9,1,9,4,2,8
44:7,7,2,8,6,5,2,2,6,1,6,5,3,8,2,8,3,5,6,3,7,9,2,4,2,8,2,9,4,3
45:8,9,8,1,4,5,1,7,2,1,1,4,3,4,6,7,7,4,8,8,7,8,7,5,4,8,8,9,4,5
46:8,5,7,5,9,4,5,7,3,8,6,5,4,7,8,6,1,5,6,5,6,8,6,1,4,9,2,3,9,3
47:6,7,6,5,4,5,3,7,6,5,7,5,3,5,3,6,1,6,5,4,7,6,6,4,9,5,1,3,7,4
48:4,5,3,2,4,5,7,1,7,2,9,9,8,7,3,3,5,1,9,5,9,6,4,8,1,2,7,5,6,4
49:4,5,5,9,2,9,1,3,6,1,2,1,9,8,3,4,8,5,7,5,3,9,6,9,5,6,6,3,5,9
50:5,7,8,5,6,6,7,7,4,1,3,8,3,7,2,4,6,3,2,5,7,8,1,8,5,4,7,3,2,6
51:8,3,8,9,1,7,2,8,5,1,3,8,2,7,9,2,5,1,6,7,6,1,2,7,7,9,2,9,4,8
52:5,2,9,8,9,2,8,9,5,5,4,4,3,5,5,4,7,6,6,9,9,4,1,6,4,1,9,4,3,1
53:8,8,4,5,9,7,8,7,5,7,8,4,4,3,5,3,8,6,6,3,7,2,9,4,6,8,1,1,5,9
54:3,9,4,9,8,1,6,4,5,8,6,6,5,6,8,7,8,8,2,3,8,9,1,4,5,3,8,2,4,2
55:6,9,2,5,2,8,6,8,8,9,5,6,6,9,7,2,3,1,7,2,2,5,2,9,7,8,1,3,4,2
56:1,5,8,6,5,2,1,8,9,4,3,3,5,4,2,6,1,2,5,9,3,5,3,7,1,5,8,8,4,5
57:4,3,5,2,6,5,2,1,6,6,2,2,6,9,3,4,5,7,7,4,1,2,1,5,1,7,8,7,4,4
58:1,6,3,3,2,2,1,3,6,8,8,1,2,2,9,5,1,1,9,6,8,9,9,3,9,6,3,8,7,1
59:8,8,6,5,7,2,5,2,7,3,5,3,9,3,6,4,2,9,6,5,5,3,5,3,6,9,8,8,4,9
60:1,9,4,6,7,6,3,5,2,9,8,9,8,4,8,2,9,1,7,1,3,6,3,7,2,4,3,5,4,1
61:6,5,8,4,8,3,5,2,3,8,3,3,9,4,4,5,2,5,7,9,8,2,7,1,3,4,2,8,2,2
62:5,6,4,2,7,2,8,3,5,5,3,7,9,3,3,3,6,9,6,6,8,2,8,9,4,8,1,5,2,1
63:3,2,7,4,2,3,4,3,8,1,9,9,1,6,4,1,2,8,4,1,6,6,5,3,2,1,9,4,9,6
64:8,7,8,4,8,6,5,6,7,1,2,2,5,6,6,9,3,1,4,9,6,9,6,9,9,4,7,6,7,9
65:8,4,3,5,5,4,1,1,7,1,9,6,1,6,3,4,4,7,8,6,8,1,1,5,9,7,6,4,2,3
66:4,4,1,5,2,7,5,4,5,8,5,5,6,3,5,7,9,2,1,7,8,9,6,3,8,1,1,1,4,3
67:8,2,1,9,5,3,1,3,7,7,2,3,4,1,7,3,9,6,4,6,9,1,9,5,5,2,3,7,2,6
68:2,1,8,3,2,9,4,3,7,6,7,5,6,4,1,6,4,2,6,5,8,7,7,7,2,2,9,2,9,3
69:4,4,7,2,6,9,5,6,9,8,4,6,3,7,7,4,9,1,5,3,1,7,5,2,5,4,9,6,3,8
70:6,4,3,8,8,8,7,2,4,7,1,3,8,8,9,3,1,2,3,9,8,6,7,2,5,2,9,4,1,7
71:4,9,9,3,2,9,7,4,7,4,3,8,1,2,6,2,4,3,9,2,9,7,1,4,3,3,9,2,1,5
72:6,1,8,3,8,4,7,7,8,7,5,4,6,3,3,1,3,7,2,9,1,1,8,8,9,8,8,5,6,3
73:4,8,3,5,9,4,9,9,8,8,9,8,6,9,4,3,1,9,1,6,6,1,9,1,5,7,7,8,6,9
74:1,7,5,1,8,7,9,3,5,7,2,1,1,9,3,5,8,9,7,2,3,7,2,6,2,8,6,7,3,3
75:7,5,9,5,7,8,5,7,5,3,7,1,2,8,9,9,7,1,7,4,7,8,7,8,6,3,7,4,1,7
76:4,1,8,3,1,2,5,3,1,4,6,2,2,9,2,2,8,5,7,1,7,2,8,6,1,2,3,2,2,7
77:8,7,1,1,7,6,3,8,8,2,2,6,1,2,8,9,2,3,2,8,2,5,9,2,8,3,7,6,3,9
78:6,4,9,9,7,8,3,1,5,9,8,8,5,3,6,9,8,2,7,9,6,5,9,8,7,1,8,4,6,1
79:9,1,3,8,1,4,4,8,2,3,8,6,9,4,1,5,2,7,3,6,4,4,4,9,5,1,8,7,8,2
80:6,1,9,5,9,2,2,5,4,1,5,6,8,6,6,8,5,1,2,4,2,2,4,8,3,9,2,6,4,1
81:2,7,2,1,1,9,3,3,5,9,6,4,3,5,9,4,9,3,4,7,2,4,5,9,5,4,9,9,5,9
82:6,7,7,5,7,7,2,1,7,8,4,5,3,1,1,5,5,3,9,3,2,2,2,1,2,6,2,5,3,6
83:1,4,4,2,8,9,7,6,4,9,9,7,6,7,1,2,9,6,1,2,3,8,1,8,3,1,7,5,8,4
84:1,9,7,2,1,2,5,9,7,6,8,7,6,2,2,8,7,3,9,5,5,6,3,8,4,1,1,4,4,3
85:4,6,8,1,4,4,7,4,5,5,8,7,2,9,8,1,4,5,3,2,7,9,8,5,2,7,9,8,4,6
86:6,4,5,7,1,9,4,3,8,2,3,5,1,7,3,5,8,5,6,8,4,6,3,6,4,7,2,1,8,5
87:7,8,6,8,9,7,7,4,9,3,3,9,8,4,7,1,2,7,5,8,1,3,4,1,5,2,5,4,3,8
88:8,8,6,9,3,1,5,7,1,1,9,8,6,1,8,9,3,5,6,7,3,5,6,4,9,6,7,4,5,2
89:8,9,9,3,8,9,9,8,1,2,5,2,9,3,8,5,4,2,4,7,7,5,6,2,5,1,2,5,3,3
90:8,1,2,2,4,6,2,1,9,7,1,9,6,9,3,5,5,7,1,2,2,8,5,2,2,2,6,4,4,2
91:9,3,9,7,2,4,2,5,6,2,8,6,6,9,7,6,4,3,7,8,1,9,4,3,3,9,4,3,9,5
92:3,4,8,4,5,5,2,2,2,3,1,9,5,2,8,6,2,1,2,4,2,6,2,1,6,6,7,3,1,2
93:5,9,8,3,5,2,6,9,1,2,2,5,1,4,1,4,5,9,1,9,4,5,5,9,9,3,4,7,1,1
94:7,7,6,2,9,3,4,9,1,2,7,6,3,3,1,4,2,9,7,5,1,3,8,1,8,7,7,1,8,7
95:7,6,9,3,9,7,3,2,8,3,7,1,4,3,2,2,4,7,1,6,8,5,7,2,9,9,6,1,6,3
96:4,9,8,4,9,5,5,2,3,4,6,7,6,3,2,8,7,3,2,6,5,7,9,4,5,5,4,9,7,2
97:8,3,4,2,6,8,5,7,4,5,3,3,9,7,6,2,6,8,5,6,1,2,8,3,7,3,1,7,7,3
98:4,1,3,8,3,2,2,8,2,4,1,8,1,5,6,3,2,8,4,9,6,3,5,4,2,2,6,1,7,6
99:4,2,8,6,6,9,7,8,3,4,9,9,6,8,2,4,6,6,9,8,2,3,9,1,7,4,2,5,9,4
100:4,8,7,3,9,6,6,3,2,4,2,2,5,7,1,8,8,5,2,8,2,9,9,4,3,7,3,4,6,1

1:3,7,9,1,2,5,9,2,2,3,5,1,8,2,1,1,5,2,3,2,3,4,2,8,8,6,4,1,6,2
2:3,9,1,4,7,3,4,1,7,2,8,9,3,6,9,5,2,7,1,1,2,6,3,6,9,5,4,8,9,6
3:2,1,5,1,5,1,7,4,8,1,9,1,9,7,4,5,2,1,8,4,4,5,7,1,9,1,7,9,7,5
4:1,7,8,7,6,4,7,6,9,9,3,2,2,4,2,4,6,1,6,9,4,3,8,5,5,5,1,3,6,4
5:1,1,1,3,3,2,1,3,9,7,9,6,6,5,6,8,1,6,4,4,6,7,6,1,8,5,8,4,7,7
6:8,8,8,5,1,1,4,8,5,9,2,1,1,1,7,8,4,7,7,9,7,9,9,3,2,2,6,4,3,1
7:9,9,9,1,7,2,7,5,9,3,3,8,1,3,3,9,2,9,8,7,4,1,2,1,4,2,2,4,8,2
8:6,5,2,2,2,2,2,1,8,5,7,9,1,4,9,7,6,5,9,9,5,7,3,2,8,2,9,1,9,1
9:9,9,3,8,3,1,2,8,5,1,3,1,8,6,3,7,8,2,2,5,5,2,1,2,5,7,4,9,3,1
10:6,7,7,9,2,6,9,2,9,8,7,3,6,1,2,1,9,8,2,3,4,5,7,9,8,2,3,1,8,7
11:4,1,8,1,4,2,3,2,7,9,8,5,5,4,1,2,5,2,8,3,8,6,3,5,4,3,2,2,9,6
12:3,5,1,1,3,8,4,7,3,1,2,6,3,4,3,8,7,2,1,3,2,5,7,7,4,5,3,1,5,6
13:5,9,4,7,2,5,4,8,2,5,6,8,6,3,4,4,7,9,9,5,7,2,1,9,5,8,3,2,8,1
14:7,3,9,5,3,5,7,4,4,6,8,9,6,2,6,4,2,7,5,6,6,7,6,8,4,5,4,2,4,2
15:9,8,2,4,9,2,3,2,8,9,6,7,4,4,4,6,3,6,6,7,5,7,2,6,8,6,1,9,8,5
16:6,8,5,3,7,2,5,2,5,3,3,4,2,2,9,7,5,5,1,9,6,9,3,3,9,1,7,1,4,9
17:8,4,9,8,5,4,2,2,8,5,4,8,7,1,5,7,6,2,5,5,3,7,9,9,3,4,3,8,5,5
18:6,4,3,2,6,6,8,2,2,9,2,4,6,1,9,5,1,2,6,9,1,2,1,6,2,2,6,3,2,3
19:5,8,3,1,9,4,5,2,7,7,1,9,9,9,8,8,9,4,5,1,8,3,1,7,3,3,3,6,7,1
20:5,1,4,5,8,6,7,7,5,8,8,4,6,9,1,6,6,8,6,9,2,8,3,2,8,6,6,7,6,5
21:6,7,8,2,8,5,7,5,2,1,9,4,7,6,6,6,4,2,5,5,3,3,7,2,5,8,4,9,1,3
22:7,3,8,9,8,6,3,6,2,1,1,5,1,5,6,5,8,6,3,9,3,3,6,4,2,1,1,5,4,2
23:1,8,9,2,4,2,1,7,7,6,7,6,9,1,1,2,4,6,2,2,6,9,8,5,9,8,1,6,9,5
24:8,4,4,7,1,8,7,4,4,2,3,4,4,6,8,2,1,5,3,1,5,2,8,7,8,2,2,4,8,3
25:2,2,3,7,3,8,5,3,5,3,7,4,9,2,4,8,2,1,3,5,6,3,8,4,2,3,6,9,9,6
26:2,1,5,1,5,1,7,4,8,1,9,1,9,7,4,5,2,1,8,4,4,5,7,1,9,1,7,9,7,1
27:6,3,3,5,5,7,1,4,1,9,9,2,4,5,8,5,2,7,4,9,1,4,3,9,7,7,1,5,4,7
28:2,7,6,2,2,4,5,3,2,2,6,9,9,3,7,3,9,4,3,3,7,6,1,9,7,2,3,7,4,1
29:3,5,1,1,3,8,4,7,3,1,2,6,3,8,3,8,7,2,1,3,2,5,7,7,4,5,3,1,5,7
30:9,6,6,4,2,1,5,3,4,9,4,7,5,3,7,5,3,2,3,6,3,6,9,6,4,6,7,3,6,1
31:1,7,9,5,3,6,6,3,3,3,9,5,8,8,7,1,4,7,1,4,5,5,8,9,6,9,6,9,7,6
32:8,2,4,3,4,7,1,7,4,3,1,3,3,6,9,8,7,8,1,2,9,2,2,5,3,4,6,1,5,3
33:2,6,3,2,3,1,9,5,7,9,1,6,5,1,3,4,7,9,4,3,1,7,1,6,5,4,4,1,2,2
34:4,9,4,7,3,4,6,3,1,9,7,8,5,6,9,6,1,4,4,1,9,6,6,3,4,7,6,1,5,2
35:3,8,3,6,6,9,2,4,6,3,9,6,8,4,2,2,9,4,7,4,4,1,2,9,3,8,1,7,7,9
36:6,4,1,1,4,5,8,6,1,5,3,3,8,6,9,8,2,4,9,6,9,8,8,3,5,6,5,5,9,1
37:1,9,3,7,7,3,7,8,8,1,1,7,2,4,1,7,9,6,1,7,1,2,5,9,1,7,3,9,3,4
38:1,9,6,5,2,6,2,3,1,1,2,4,7,4,2,8,6,1,9,1,9,5,6,6,1,1,3,1,8,5
39:1,7,1,9,2,3,8,8,4,4,6,6,9,3,7,1,9,9,8,8,1,9,8,9,5,5,9,3,4,2
40:7,3,8,9,8,6,3,6,2,1,1,5,1,5,6,5,8,6,3,9,3,3,6,4,2,1,1,5,4,6
41:6,1,6,6,1,3,4,7,9,4,3,4,3,4,4,5,2,5,8,6,5,8,3,5,4,2,4,1,9,5
42:3,3,2,3,2,9,4,6,6,2,3,5,3,3,8,4,1,2,8,5,8,7,3,8,4,4,2,5,5,7
43:4,9,6,2,2,5,3,1,4,3,5,3,1,3,5,6,1,2,5,2,8,1,1,9,5,9,8,6,4,3
44:9,7,5,9,6,3,3,3,5,4,1,5,2,5,8,7,1,4,2,2,3,9,9,2,8,9,9,6,5,5
45:6,9,4,3,5,3,7,1,1,4,7,4,4,9,6,2,3,9,8,3,6,9,3,3,9,1,5,3,4,4
46:8,8,8,5,1,1,4,8,5,9,2,1,1,1,7,8,4,7,7,9,7,9,9,3,2,2,8,4,3,1
47:9,7,5,9,6,3,3,3,5,4,1,5,2,5,8,7,1,4,2,2,3,9,9,2,8,9,7,6,5,5
48:1,7,1,9,2,3,8,8,4,4,6,6,9,3,7,1,9,9,8,8,1,9,8,9,5,5,9,3,4,2
49:2,9,8,4,2,7,1,2,7,4,2,3,4,5,7,4,6,8,9,6,7,2,8,9,6,7,3,3,7,6
50:3,4,6,3,8,8,6,4,5,8,4,2,7,7,8,5,1,7,8,6,5,9,5,9,9,3,3,5,2,8
51:9,8,2,6,3,4,2,9,2,3,9,7,9,7,3,3,1,7,7,4,2,9,9,9,2,9,3,1,4,2
52:9,2,1,8,2,1,1,9,1,6,1,7,4,5,1,4,7,4,7,4,5,4,7,2,6,9,9,6,2,9
53:1,3,6,7,9,1,3,5,8,4,5,7,6,5,2,2,4,2,9,9,2,8,4,1,5,8,9,7,7,9
54:8,1,9,5,5,2,8,7,5,5,5,3,9,3,3,5,7,2,3,1,5,8,7,3,9,4,2,3,1,6
55:6,4,3,2,6,6,8,2,2,9,2,4,6,1,9,5,1,2,6,9,1,2,1,6,2,2,6,3,2,3
56:6,6,7,6,9,4,9,9,1,9,4,5,9,5,2,9,2,5,3,9,9,2,6,2,4,8,5,8,9,3
57:8,7,8,2,2,3,4,8,8,2,3,8,1,3,5,2,6,9,2,6,7,5,2,9,7,4,2,2,9,2
58:2,4,6,3,2,5,3,6,4,6,2,3,4,3,5,3,6,4,2,9,1,1,2,7,6,5,9,5,8,7
59:3,1,9,4,1,8,5,5,7,8,1,4,9,7,9,9,2,2,5,7,2,6,1,7,5,3,5,3,2,1
60:6,6,3,7,5,1,1,4,5,3,3,7,1,7,3,1,6,3,4,1,5,4,2,1,9,8,8,8,1,4
61:3,4,4,5,4,4,4,1,7,4,3,8,7,7,8,5,1,3,1,3,1,1,7,1,5,2,3,8,7,4
62:6,5,2,2,2,2,6,1,8,5,7,9,1,4,9,7,6,5,9,9,5,7,3,2,8,2,9,1,9,8
63:6,4,1,6,2,9,4,8,1,5,4,8,9,9,1,9,6,5,3,9,9,9,1,8,7,8,3,3,7,2
64:7,3,9,5,3,9,7,4,4,6,8,9,6,2,6,4,2,7,5,6,6,7,6,8,4,5,4,2,4,2
65:7,9,6,4,7,1,5,8,6,2,9,1,9,1,9,2,8,2,1,7,9,4,7,5,5,4,7,3,6,3
66:1,7,8,4,4,3,3,4,8,5,3,2,7,1,1,6,2,4,2,5,1,7,6,9,5,2,3,3,6,9
67:7,3,8,9,8,6,3,6,2,1,1,5,1,5,6,5,8,2,3,9,3,3,6,4,2,1,1,5,4,6
68:8,4,8,8,8,3,6,5,2,2,2,6,5,8,9,1,6,6,3,5,3,1,3,9,1,7,1,9,5,5
69:1,9,8,3,3,6,7,5,4,7,7,8,9,5,1,2,6,8,5,2,6,9,3,7,3,9,7,4,8,4
70:6,5,1,8,7,8,5,8,6,8,3,5,6,9,8,2,2,1,7,8,9,3,2,8,1,3,7,6,1,1
71:6,3,7,1,9,3,8,5,8,7,7,5,9,7,2,1,6,6,1,9,4,4,3,3,8,4,7,2,7,5
72:8,2,8,3,2,7,5,6,2,6,4,4,6,9,5,7,6,1,5,9,8,3,3,3,8,5,3,5,7,9
73:3,1,7,8,5,3,3,7,4,9,3,4,3,7,3,8,9,9,8,3,2,7,6,2,2,1,5,5,7,3
74:2,4,4,5,2,6,7,1,8,8,2,1,9,9,5,8,7,2,8,5,5,8,2,8,7,4,1,2,9,8
75:2,4,4,2,5,7,4,9,8,4,8,2,5,1,8,8,5,5,3,1,5,2,1,2,5,9,3,2,7,1
76:3,2,3,6,7,8,5,9,7,7,8,8,5,7,3,7,9,7,3,3,7,8,9,1,3,1,3,3,1,8
77:7,8,1,5,9,3,9,7,8,2,4,5,1,4,5,1,9,5,7,7,9,9,2,6,9,1,6,5,2,2
78:8,5,4,1,6,5,4,2,8,9,2,3,3,3,5,4,5,8,4,8,3,7,2,4,4,4,6,5,1,1
79:9,9,4,8,8,7,5,5,4,4,9,1,7,5,9,8,9,7,9,1,8,1,2,1,5,9,6,6,6,8
80:3,5,1,1,3,8,4,7,3,1,2,6,3,4,3,8,7,2,1,3,2,5,7,7,4,5,3,1,5,7
81:6,3,1,7,5,5,1,7,3,8,6,7,6,4,8,6,3,9,6,9,7,5,7,4,3,6,1,3,2,5
82:6,4,1,6,2,9,4,8,1,5,4,8,9,9,1,9,6,5,3,9,9,9,1,8,7,8,3,3,6,2
83:2,8,9,6,7,6,5,3,1,1,3,3,8,9,7,6,3,6,8,3,1,2,6,2,2,8,3,5,3,3
84:5,9,9,3,8,6,3,1,7,7,8,4,9,8,8,1,5,3,8,7,4,2,5,7,6,3,1,6,1,6
85:9,9,5,4,2,6,4,8,9,6,1,9,4,7,9,3,8,1,3,5,1,6,1,6,6,5,3,3,2,2
86:3,7,2,7,7,1,1,6,4,2,3,8,2,5,9,8,9,2,4,7,7,1,8,1,1,4,6,6,1,4
87:5,3,2,9,8,3,2,6,9,8,5,8,6,7,4,1,1,7,4,8,4,5,6,6,4,5,7,4,3,8
88:7,4,1,9,5,5,1,7,6,1,5,3,6,8,4,9,8,5,1,9,5,8,1,4,3,1,1,1,6,5
89:2,4,7,9,7,2,8,9,6,7,6,1,8,6,8,2,6,5,9,4,3,3,2,6,8,6,3,2,1,8
90:6,1,6,6,1,3,4,7,9,4,3,4,3,4,4,5,2,5,8,6,5,8,3,5,4,2,4,1,9,2
91:8,7,2,6,1,5,6,4,1,6,7,3,5,5,2,3,6,4,6,6,6,6,9,9,8,4,2,8,1,3
92:7,9,3,7,9,4,5,2,7,7,2,1,7,4,6,4,4,4,4,2,9,9,9,3,8,5,8,3,3,6
93:8,8,1,1,4,5,5,8,8,7,7,6,4,6,6,8,6,5,4,3,1,1,9,5,6,1,9,8,3,7
94:6,7,6,5,8,3,3,8,9,2,7,2,9,9,8,6,8,1,9,1,9,4,2,8,6,3,5,2,6,7
95:4,2,6,7,9,8,2,8,6,8,4,2,5,4,6,7,1,5,3,7,1,9,5,1,7,7,1,2,5,4
96:4,3,4,7,3,3,8,4,1,5,6,6,8,9,8,8,3,7,1,1,2,8,2,7,8,4,4,9,6,3
97:1,9,6,5,7,2,3,7,1,1,9,7,2,2,6,4,4,5,2,2,8,2,8,4,4,6,8,1,7,5
98:8,5,6,7,3,4,3,9,1,2,9,1,6,2,5,8,5,8,9,2,3,9,3,6,4,9,4,5,6,7
99:8,8,8,5,1,1,4,8,5,9,2,1,1,1,7,8,4,7,7,9,7,9,9,3,2,2,6,4,3,3
100:5,9,9,3,8,6,3,1,7,7,8,4,9,8,8,1,5,3,4,7,4,2,5,7,6,3,1,6,1,1
101:1,4,6,6,6,7,5,3,4,6,1,1,4,9,8,6,4,4,5,2,8,7,8,5,2,2,8,3,5,6
102:4,2,3,4,8,6,8,6,9,1,9,4,3,6,7,2,1,4,7,6,1,5,3,5,5,3,2,4,3,5
103:3,9,1,4,7,3,4,1,7,2,8,9,3,6,9,5,2,6,1,1,2,6,3,6,9,5,4,8,9,6
104:3,5,6,1,8,2,4,5,9,6,2,2,4,8,3,9,5,9,2,7,2,2,9,2,3,2,7,2,7,6
105:1,1,1,3,3,2,1,3,9,7,9,6,6,5,9,8,1,6,4,4,6,7,6,1,8,5,8,4,7,7
106:9,2,1,8,2,1,1,9,1,6,1,7,4,5,1,4,7,4,7,4,5,4,7,2,6,9,9,6,2,5
107:3,3,2,5,4,4,2,4,9,3,1,9,2,8,5,2,4,5,2,2,3,2,7,5,8,9,5,6,2,2
108:6,8,9,7,2,2,4,8,3,9,3,5,5,9,5,8,1,7,7,5,6,2,9,3,7,2,1,8,6,6
109:5,9,6,1,4,8,4,8,8,8,6,3,4,2,5,2,3,8,3,5,3,3,1,2,8,9,4,2,3,9
110:8,9,2,6,9,8,9,1,1,8,5,7,2,8,7,9,9,4,5,3,7,3,6,3,7,4,2,1,6,7
111:8,4,7,6,2,8,1,5,5,3,3,3,5,9,2,7,5,3,3,5,8,3,8,6,9,9,9,5,7,3
112:4,8,5,5,4,6,4,2,4,5,5,2,7,4,2,4,7,3,7,3,7,9,3,6,2,6,3,2,4,8
113:7,9,6,4,7,1,5,8,6,2,9,1,9,1,9,2,8,2,1,7,7,4,7,5,5,4,7,3,6,6
114:1,9,6,4,5,7,9,6,5,3,8,4,8,3,7,7,5,2,1,5,5,5,5,4,3,4,5,5,2,1
115:3,5,1,3,5,2,8,2,7,1,4,9,1,8,5,9,4,7,4,4,1,4,7,1,8,8,8,9,1,1
116:5,4,3,7,2,5,9,1,9,4,1,6,1,6,9,6,7,2,9,6,3,6,9,6,7,4,5,9,7,4
117:7,2,8,2,7,1,7,5,7,5,3,3,6,7,8,4,8,4,4,3,3,1,2,6,1,6,8,4,4,8
118:1,4,2,9,9,2,9,4,5,2,3,3,1,9,1,2,2,4,3,1,4,1,1,9,9,4,8,5,6,7
119:1,5,9,1,4,1,3,2,8,3,2,9,1,1,3,1,3,4,7,8,9,4,7,9,8,9,3,4,9,5
120:8,6,3,4,1,7,4,2,9,3,2,5,5,6,7,5,8,7,3,3,6,9,1,4,4,4,3,5,5,9
121:8,8,3,1,3,7,3,5,4,1,2,4,8,8,8,7,7,2,1,4,2,1,6,1,6,7,6,8,2,4
122:8,7,4,2,4,1,3,6,9,9,7,6,7,5,4,1,7,2,9,3,1,9,8,1,7,4,3,2,4,2
123:8,5,7,5,4,1,1,6,3,7,4,4,7,9,8,7,2,7,1,6,7,1,8,6,7,8,5,2,5,6
124:1,9,6,5,7,2,3,7,1,1,9,7,2,2,6,4,4,5,2,2,8,2,8,4,4,6,8,1,7,4
